Simulation started at Mon Apr 22 21:23:09 2019

0,0,9.90474,9.06923
0,1,7.14319,7.10752
0,2,1.58602,2.26111
0,3,3.32484,1.8933,130
0,4,1.29901,5.18949
0,5,7.49283,1.68826
0,6,5.73661,5.85244
0,7,7.93761,2.99781,133
0,8,6.87068,6.94411
0,9,7.86533,8.59885,124
0,10,9.48823,7.82409,116
0,11,9.5246,0.564536
0,12,0.614699,3.65661,135
0,13,3.64851,6.63045
0,14,8.00232,1.04078
0,15,8.39425,8.8148
0,16,2.27683,4.75585,112
0,17,8.60714,2.91176
0,18,3.26317,3.21729
0,19,3.31,6.75064
0,20,4.9398,5.27548
0,21,9.01861,0.313808
0,22,2.70657,6.995
0,23,1.67407,7.95937,127
0,24,8.90633,4.17916
0,25,3.76061,3.63658
0,26,3.2419,3.31075,138
0,27,7.86819,5.67118,137
0,28,3.9653,5.44282
0,29,1.33911,1.9792,118
0,30,9.94228,1.17477,134
0,31,8.88334,7.45892
0,32,1.66947,1.64367
0,33,1.30119,0.851366,114
0,34,7.53531,7.18495
0,35,6.5767,5.69758,111
0,36,0.48317,7.40086
0,37,6.12098,1.88548
0,38,7.51672,2.02395
0,39,6.81041,5.80232
0,40,4.79674,0.475403,119
0,41,8.14211,4.0621
0,42,6.52678,1.53963,121
0,43,7.01188,5.4688
0,44,8.94414,5.23212,128
0,45,6.88291,6.81853
0,46,7.65761,7.48453
0,47,1.23088,5.65513
0,48,4.02768,0.29396
0,49,4.38405,7.16222,131
0,50,8.54114,8.0351
0,51,9.79124,8.44845
0,52,6.52943,8.94599
0,53,0.116912,7.14854
0,54,5.2458,5.82275
0,55,5.14973,5.20336
0,56,6.15463,8.74887
0,57,3.18585,3.86525,117
0,58,9.08731,3.27031,136
0,59,4.62776,1.04837
0,60,8.86504,3.3114,115
0,61,6.75444,1.00948
0,62,7.71086,5.20191
0,63,0.762941,7.76165
0,64,8.14983,0.952312
0,65,8.28216,4.12249,122
0,66,6.70944,9.54043
0,67,3.80761,2.97462,110
0,68,0.161381,0.474272
0,69,1.28886,5.48351,125
0,70,9.93609,3.86781
0,71,1.01428,3.31172
0,72,4.20274,1.43108,132
0,73,8.20571,7.23749,139
0,74,9.24534,6.11307
0,75,1.17368,3.19001
0,76,0.166364,4.80068
0,77,3.89601,7.59278
0,78,6.11495,3.5385,123
0,79,1.20975,4.87906
0,80,0.580266,8.2139
0,81,3.55108,1.25935
0,82,1.62457,5.04994
0,83,6.82561,2.21258
0,84,3.73956,2.47165
0,85,0.109586,0.782301
0,86,4.49826,4.68532
0,87,0.449243,4.80692,120
0,88,9.69946,4.98084
0,89,9.83415,0.0300726
0,90,8.06695,8.87008
0,91,7.61998,1.79508
0,92,3.66598,9.11843,126
0,93,9.25544,4.37671
0,94,2.36636,6.85178
0,95,6.07014,1.27425
0,96,7.72719,3.18619
0,97,2.21661,4.50143,129
0,98,0.148129,4.34551
0,99,5.59935,7.82023,113
1,0,8.6008,9.7954
1,1,6.88316,7.40666
1,2,2.3256,3.56064
1,3,3.26361,1.80346,130
1,4,0.477741,4.0293
1,5,7.52829,1.88691
1,6,4.32727,5.81413
1,7,7.98185,3.09072,133
1,8,5.57091,7.56513
1,9,7.9457,8.71893,124
1,10,10,8.353,116
1,11,9.76668,0.539522
1,12,0.235098,2.33893,135
1,13,3.92474,6.62902
1,14,7.1835,2.39468
1,15,8.59081,8.84788
1,16,1.6105,3.41384,112
1,17,8.88549,2.81322
1,18,4.00725,2.03704
1,19,3.53664,6.56539
1,20,6.22851,4.62039
1,21,9.09339,0.233947
1,22,1.1777,6.84274
1,23,1.53748,8.33276,127
1,24,7.86439,2.93512
1,25,3.47578,3.6449
1,26,2.55426,4.66095,138
1,27,7.87768,5.21231,137
1,28,4.87906,4.29445
1,29,0.925712,1.91158,118
1,30,10,2.59772,134
1,31,8.76175,7.76857
1,32,0.99135,0.276053
1,33,1.59232,0.768271,114
1,34,9.03408,7.02081
1,35,6.74157,5.77517,111
1,36,0,8.39816
1,37,6.14783,2.21503
1,38,6.56204,3.18471
1,39,7.18393,5.78648
1,40,3.37372,0.310673,119
1,41,7.86777,3.95344
1,42,4.98822,1.97122,121
1,43,7.4687,5.35219
1,44,9.20435,6.6671,128
1,45,6.6298,6.78654
1,46,8.82858,8.66595
1,47,1.38214,5.47144
1,48,2.71279,0.897386
1,49,4.56356,7.42085,131
1,50,9.76098,7.22468
1,51,9.68564,8.31416
1,52,6.99982,10
1,53,0.319044,7.35606
1,54,5.59549,4.22192
1,55,5.45117,5.39572
1,56,7.63451,9.14857
1,57,3.3389,4.14942,117
1,58,10,4.37827,136
1,59,4.46797,0.740881
1,60,10,2.53517,115
1,61,6.40811,0.920617
1,62,6.98763,3.79559
1,63,0.793696,8.13555
1,64,9.35187,0.184611
1,65,8.50605,4.02294,122
1,66,5.23617,9.15887
1,67,3.90988,2.8207,110
1,68,0.602149,0
1,69,1.06227,5.7138,125
1,70,9.26203,2.69574
1,71,1.09466,3.005
1,72,4.25462,0,132
1,73,8.538,7.11975,139
1,74,10,5.99995
1,75,1.36319,2.98142
1,76,0.996812,6.08865
1,77,4.12988,7.48585
1,78,4.80948,4.33403,123
1,79,1.1405,5.26988
1,80,1.87626,7.82059
1,81,3.61243,1.0726
1,82,2.71924,4.19868
1,83,6.74565,2.61811
1,84,2.36426,3.22875
1,85,0.311882,0.744568
1,86,6.10141,4.70571
1,87,0.758589,4.92643,120
1,88,10,4.30506
1,89,9.63467,0.0400716
1,90,8.70287,10
1,91,7.45533,2.00118
